tld,has_rdap,ok_bases,bases,conformance,notes
stream,True,0,https://rdap.nic.stream/,,https://rdap.nic.stream/ no RDAP JSON detected
studio,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
study,True,0,https://rdap.nic.study/,,https://rdap.nic.study/ no RDAP JSON detected
style,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
su,False,0,,,No RDAP base in bootstrap
sucks,True,0,https://rdap.nic.sucks/,,https://rdap.nic.sucks/ no RDAP JSON detected
supplies,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
supply,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
support,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
surf,True,0,https://rdap.nic.surf/,,https://rdap.nic.surf/ no RDAP JSON detected
surgery,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
suzuki,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
sv,False,0,,,No RDAP base in bootstrap
swatch,True,1,https://rdap.nominet.uk/swatch/,,https://rdap.nominet.uk/swatch/ JSON 404 (no rdapConformance)
swiss,True,1,https://rdap.nic.swiss/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.swiss/help OK 200
sx,False,0,,,No RDAP base in bootstrap
sy,False,0,,,No RDAP base in bootstrap
sydney,True,0,https://rdap.nic.sydney/,,https://rdap.nic.sydney/ no RDAP JSON detected
systems,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
sz,False,0,,,No RDAP base in bootstrap
tab,True,0,https://rdap.nic.tab/,,https://rdap.nic.tab/ no RDAP JSON detected
taipei,True,0,https://rdap.nic.taipei/,,https://rdap.nic.taipei/ no RDAP JSON detected
talk,True,1,https://rdap.nominet.uk/talk/,,https://rdap.nominet.uk/talk/ JSON 404 (no rdapConformance)
taobao,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
target,True,0,https://rdap.nic.target/,,https://rdap.nic.target/ no RDAP JSON detected
tatamotors,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tatar,True,1,https://whois.nic.tatar/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://whois.nic.tatar/rdap/ OK 404
tattoo,True,0,https://rdap.nic.tattoo/,,https://rdap.nic.tattoo/ no RDAP JSON detected
tax,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
taxi,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tc,False,0,,,No RDAP base in bootstrap
tci,True,1,https://rdap.nominet.uk/tci/,,https://rdap.nominet.uk/tci/ JSON 404 (no rdapConformance)
td,False,0,,,No RDAP base in bootstrap
tdk,True,0,https://rdap.nic.tdk/,,https://rdap.nic.tdk/ no RDAP JSON detected
team,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tech,True,1,https://rdap.centralnic.com/tech/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/tech/ OK 200
technology,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tel,True,0,https://rdap.nic.tel/,,https://rdap.nic.tel/ no RDAP JSON detected
temasek,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tennis,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
teva,True,0,https://rdap.nic.teva/,,https://rdap.nic.teva/ no RDAP JSON detected
tf,True,1,https://rdap.nic.tf/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.tf/ OK 200
tg,False,0,,,No RDAP base in bootstrap
th,True,1,https://rdap.thains.co.th/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.thains.co.th/ OK 400
thd,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
theater,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
theatre,True,1,https://rdap.centralnic.com/theatre/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/theatre/ OK 200
tiaa,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tickets,True,1,https://rdap.centralnic.com/tickets/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/tickets/ OK 200
tienda,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tips,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tires,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tirol,True,1,https://rdap.ryce-rsp.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.ryce-rsp.com/rdap/ OK 404
tj,False,0,,,No RDAP base in bootstrap
tjmaxx,True,0,https://rdap.nic.tjmaxx/,,https://rdap.nic.tjmaxx/ no RDAP JSON detected
tjx,True,0,https://rdap.nic.tjx/,,https://rdap.nic.tjx/ no RDAP JSON detected
tk,False,0,,,No RDAP base in bootstrap
tkmaxx,True,0,https://rdap.nic.tkmaxx/,,https://rdap.nic.tkmaxx/ no RDAP JSON detected
tl,False,0,,,No RDAP base in bootstrap
tm,False,0,,,No RDAP base in bootstrap
tmall,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tn,False,0,,,No RDAP base in bootstrap
to,True,1,https://rdap.tonicregistry.to/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.tonicregistry.to/rdap/ OK 404
today,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tokyo,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
tools,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
top,True,1,https://rdap.zdnsgtld.com/top/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.zdnsgtld.com/top/ OK 400
toray,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
toshiba,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
total,True,1,https://rdap.nic.total/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.total/ OK 200
tours,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
town,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
toyota,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
toys,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tr,False,0,,,No RDAP base in bootstrap
trade,True,0,https://rdap.nic.trade/,,https://rdap.nic.trade/ no RDAP JSON detected
trading,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
training,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
travel,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
travelers,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
travelersinsurance,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
trust,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
trv,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tt,False,0,,,No RDAP base in bootstrap
tube,True,1,https://rdap.nic.tube/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.tube/help OK 200
tui,True,1,https://rdap.centralnic.com/tui/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/tui/ OK 200
tunes,True,1,https://rdap.nominet.uk/tunes/,,https://rdap.nominet.uk/tunes/ JSON 404 (no rdapConformance)
tushu,True,1,https://rdap.nominet.uk/tushu/,,https://rdap.nominet.uk/tushu/ JSON 404 (no rdapConformance)
tv,True,0,https://rdap.nic.tv/,,https://rdap.nic.tv/ no RDAP JSON detected
tvs,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
tw,True,1,https://ccrdap.twnic.tw/tw/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://ccrdap.twnic.tw/tw/help OK 200
tz,True,1,https://whois.tznic.or.tz/rdap/,"fred_version_0,rdap_level_0",https://whois.tznic.or.tz/rdap/help OK 200
ua,True,1,https://rdap.hostmaster.ua/,,https://rdap.hostmaster.ua/ JSON 400 (no rdapConformance)
ubank,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ubs,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ug,False,0,,,No RDAP base in bootstrap
uk,True,1,https://rdap.nominet.uk/uk/,,https://rdap.nominet.uk/uk/ JSON 404 (no rdapConformance)
unicom,True,1,https://rdap.zdnsgtld.com/unicom/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.zdnsgtld.com/unicom/ OK 400
university,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
uno,True,1,https://rdap.centralnic.com/uno/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/uno/ OK 200
uol,True,1,https://rdap.gtlds.nic.br/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,nicbr_level_0,rdap_level_0",https://rdap.gtlds.nic.br/help OK 200
ups,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
us,False,0,,,No RDAP base in bootstrap
uy,False,0,,,No RDAP base in bootstrap
uz,True,1,https://rdap.cctld.uz/,,https://rdap.cctld.uz/ JSON 200 (no rdapConformance)
va,False,0,,,No RDAP base in bootstrap
vacations,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vana,True,1,https://rdap.nic.vana/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.vana/rdap/ OK 404
vanguard,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vc,False,0,,,No RDAP base in bootstrap
ve,False,0,,,No RDAP base in bootstrap
vegas,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ventures,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
verisign,True,1,https://tld-rdap.verisign.com/verisign/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://tld-rdap.verisign.com/verisign/v1/help OK 200
versicherung,True,1,https://rdap.nic.versicherung/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0,redacted",https://rdap.nic.versicherung/v1/help OK 200
vet,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vg,True,1,https://rdap.centralnic.com/vg/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/vg/ OK 200
vi,True,1,https://rdap.nic.vi/,,https://rdap.nic.vi/help JSON 404 (no rdapConformance)
viajes,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
video,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vig,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
viking,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
villas,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vin,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vip,True,0,https://rdap.nic.vip/,,https://rdap.nic.vip/ no RDAP JSON detected
virgin,True,1,https://rdap.nominet.uk/virgin/,,https://rdap.nominet.uk/virgin/ JSON 404 (no rdapConformance)
visa,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
vision,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
viva,True,1,https://rdap.centralnic.com/viva/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/viva/ OK 200
vivo,True,0,https://rdap.nic.vivo/,,https://rdap.nic.vivo/ no RDAP JSON detected
vlaanderen,True,1,https://rdap.nic.vlaanderen/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.vlaanderen/help OK 200
vn,False,0,,,No RDAP base in bootstrap
